GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID
LSM5	YER146W	YER146W	YER146W
HMG1	YML075C	YML075C	YML075C
YOL035C	YOL035C	YOL035C	YOL035C
TIM50	YPL063W	YPL063W	YPL063W
TOM1	YDR457W	YDR457W	YDR457W
PIG1	YLR273C	YLR273C	YLR273C
SAS4	YDR181C	YDR181C	YDR181C
YLR434C	YLR434C	YLR434C	YLR434C
SRM1	YGL097W	YGL097W	YGL097W
PEX34	YCL056C	YCL056C	YCL056C
TAX4	YJL083W	YJL083W	YJL083W
YMR242W-A	YMR242W-A	YMR242W-A	YMR242W-A
BUB3	YOR026W	YOR026W	YOR026W
MKK2	YPL140C	YPL140C	YPL140C
ACC1	YNR016C	YNR016C	YNR016C
YCK3	YER123W	YER123W	YER123W
MUP1	YGR055W	YGR055W	YGR055W
DYN1	YKR054C	YKR054C	YKR054C
YMR315W	YMR315W	YMR315W	YMR315W
LTE1	YAL024C	YAL024C	YAL024C
YKL202W	YKL202W	YKL202W	YKL202W
FAT3	YKL187C	YKL187C	YKL187C
NKP1	YDR383C	YDR383C	YDR383C
YDR396W	YDR396W	YDR396W	YDR396W
YGR115C	YGR115C	YGR115C	YGR115C
OAR1	YKL055C	YKL055C	YKL055C
ARO3	YDR035W	YDR035W	YDR035W
YBL062W	YBL062W	YBL062W	YBL062W
PEX18	YHR160C	YHR160C	YHR160C
TFC4	YGR047C	YGR047C	YGR047C
VBA4	YDR119W	YDR119W	YDR119W
DUR1,2	YBR208C	YBR208C	YBR208C
UBP3	YER151C	YER151C	YER151C
XYL2	YLR070C	YLR070C	YLR070C
MCM4	YPR019W	YPR019W	YPR019W
CET1	YPL228W	YPL228W	YPL228W
RPC82	YPR190C	YPR190C	YPR190C
BUD9	YGR041W	YGR041W	YGR041W
TRR1	YDR353W	YDR353W	YDR353W
YHR097C	YHR097C	YHR097C	YHR097C
SGF11	YPL047W	YPL047W	YPL047W
YPL014W	YPL014W	YPL014W	YPL014W
ECT1	YGR007W	YGR007W	YGR007W
ATR1	YML116W	YML116W	YML116W
BSC6	YOL137W	YOL137W	YOL137W
CDC43	YGL155W	YGL155W	YGL155W
CEM1	YER061C	YER061C	YER061C
YRA2	YKL214C	YKL214C	YKL214C
DBP1	YPL119C	YPL119C	YPL119C
HNT1	YDL125C	YDL125C	YDL125C
KOG1	YHR186C	YHR186C	YHR186C
CCE1	YKL011C	YKL011C	YKL011C
KNS1	YLL019C	YLL019C	YLL019C
SIP3	YNL257C	YNL257C	YNL257C
YGL199C	YGL199C	YGL199C	YGL199C
BUD4	YJR092W	YJR092W	YJR092W
YDR010C	YDR010C	YDR010C	YDR010C
YBL059W	YBL059W	YBL059W	YBL059W
CTP1	YBR291C	YBR291C	YBR291C
COA2	YPL189C-A	YPL189C-A	YPL189C-A
YDR262W	YDR262W	YDR262W	YDR262W
YFL012W	YFL012W	YFL012W	YFL012W
BOS1	YLR078C	YLR078C	YLR078C
IPT1	YDR072C	YDR072C	YDR072C
CSN9	YDR179C	YDR179C	YDR179C
YKL153W	YKL153W	YKL153W	YKL153W
YOR108C-A	YOR108C-A	YOR108C-A	YOR108C-A
MRPL9	YGR220C	YGR220C	YGR220C
GPP1	YIL053W	YIL053W	YIL053W
HLJ1	YMR161W	YMR161W	YMR161W
TIR1	YER011W	YER011W	YER011W
HSP78	YDR258C	YDR258C	YDR258C
YDR467C	YDR467C	YDR467C	YDR467C
SUT1	YGL162W	YGL162W	YGL162W
SLA2	YNL243W	YNL243W	YNL243W
ARC40	YBR234C	YBR234C	YBR234C
SLM2	YNL047C	YNL047C	YNL047C
RGT1	YKL038W	YKL038W	YKL038W
DAK2	YFL053W	YFL053W	YFL053W
YOR200W	YOR200W	YOR200W	YOR200W
UTP30	YKR060W	YKR060W	YKR060W
ARR2	YPR200C	YPR200C	YPR200C
CTR3	YLR411W	YLR411W	YLR411W
EST2	YLR318W	YLR318W	YLR318W
PEX28	YHR150W	YHR150W	YHR150W
MDM34	YGL219C	YGL219C	YGL219C
CDC4	YFL009W	YFL009W	YFL009W
GIP1	YBR045C	YBR045C	YBR045C
SUB1	YMR039C	YMR039C	YMR039C
MIA40	YKL195W	YKL195W	YKL195W
YPR127W	YPR127W	YPR127W	YPR127W
POS5	YPL188W	YPL188W	YPL188W
RPL9A	YGL147C	YGL147C	YGL147C
RAD9	YDR217C	YDR217C	YDR217C
TAF11	YML015C	YML015C	YML015C
VPS70	YJR126C	YJR126C	YJR126C
ATH1	YPR026W	YPR026W	YPR026W
OSH3	YHR073W	YHR073W	YHR073W
RCE1	YMR274C	YMR274C	YMR274C
PLB1	YMR008C	YMR008C	YMR008C
YHR125W	YHR125W	YHR125W	YHR125W
YER119C-A	YER119C-A	YER119C-A	YER119C-A
HO	YDL227C	YDL227C	YDL227C
MCA1	YOR197W	YOR197W	YOR197W
YDR034C-C	YDR034C-C	YDR034C-C	YDR034C-C
SWS2	YNL081C	YNL081C	YNL081C
CWP2	YKL096W-A	YKL096W-A	YKL096W-A
KRE28	YDR532C	YDR532C	YDR532C
YNL319W	YNL319W	YNL319W	YNL319W
VMS1	YDR049W	YDR049W	YDR049W
YBR113W	YBR113W	YBR113W	YBR113W
MRPL38	YKL170W	YKL170W	YKL170W
YJL043W	YJL043W	YJL043W	YJL043W
ALG13	YGL047W	YGL047W	YGL047W
SSK1	YLR006C	YLR006C	YLR006C
IRE1	YHR079C	YHR079C	YHR079C
BSP1	YPR171W	YPR171W	YPR171W
RPS1B	YML063W	YML063W	YML063W
TFS1	YLR178C	YLR178C	YLR178C
OCA5	YHL029C	YHL029C	YHL029C
DPB11	YJL090C	YJL090C	YJL090C
FLR1	YBR008C	YBR008C	YBR008C
VPS74	YDR372C	YDR372C	YDR372C
SER1	YOR184W	YOR184W	YOR184W
YHR218W	YHR218W	YHR218W	YHR218W
TOM40	YMR203W	YMR203W	YMR203W
YBL006W-A	YBL006W-A	YBL006W-A	YBL006W-A
PRI1	YIR008C	YIR008C	YIR008C
NCL1	YBL024W	YBL024W	YBL024W
HIM1	YDR317W	YDR317W	YDR317W
YOL166C	YOL166C	YOL166C	YOL166C
TRL1	YJL087C	YJL087C	YJL087C
LOH1	YJL038C	YJL038C	YJL038C
NRG1	YDR043C	YDR043C	YDR043C
DAP2	YHR028C	YHR028C	YHR028C
RPA43	YOR340C	YOR340C	YOR340C
MGR1	YCL044C	YCL044C	YCL044C
RMD6	YEL072W	YEL072W	YEL072W
ROG3	YFR022W	YFR022W	YFR022W
DSN1	YIR010W	YIR010W	YIR010W
HIR1	YBL008W	YBL008W	YBL008W
YMR178W	YMR178W	YMR178W	YMR178W
COQ10	YOL008W	YOL008W	YOL008W
YSC83	YHR017W	YHR017W	YHR017W
SIR1	YKR101W	YKR101W	YKR101W
SNO1	YMR095C	YMR095C	YMR095C
AIM18	YHR198C	YHR198C	YHR198C
SKI7	YOR076C	YOR076C	YOR076C
YGL015C	YGL015C	YGL015C	YGL015C
ALG9	YNL219C	YNL219C	YNL219C
CLB4	YLR210W	YLR210W	YLR210W
CAP2	YIL034C	YIL034C	YIL034C
PEP3	YLR148W	YLR148W	YLR148W
YOR342C	YOR342C	YOR342C	YOR342C
NBA1	YOL070C	YOL070C	YOL070C
DHH1	YDL160C	YDL160C	YDL160C
CBR1	YIL043C	YIL043C	YIL043C
YLR124W	YLR124W	YLR124W	YLR124W
PHB2	YGR231C	YGR231C	YGR231C
YPR202W	YPR202W	YPR202W	YPR202W
RPL26B	YGR034W	YGR034W	YGR034W
RSN1	YMR266W	YMR266W	YMR266W
HDA1	YNL021W	YNL021W	YNL021W
YPL107W	YPL107W	YPL107W	YPL107W
CTT1	YGR088W	YGR088W	YGR088W
YHR173C	YHR173C	YHR173C	YHR173C
BUD31	YCR063W	YCR063W	YCR063W
YHR073W-A	YHR073W-A	YHR073W-A	YHR073W-A
STP4	YDL048C	YDL048C	YDL048C
PRE8	YML092C	YML092C	YML092C
YPR097W	YPR097W	YPR097W	YPR097W
YBR201C-A	YBR201C-A	YBR201C-A	YBR201C-A
OCA2	YNL056W	YNL056W	YNL056W
ATS1	YAL020C	YAL020C	YAL020C
RTK1	YDL025C	YDL025C	YDL025C
AAD4	YDL243C	YDL243C	YDL243C
GNA1	YFL017C	YFL017C	YFL017C
MDS3	YGL197W	YGL197W	YGL197W
YLR256W-A	YLR256W-A	YLR256W-A	YLR256W-A
HXT4	YHR092C	YHR092C	YHR092C
SOF1	YLL011W	YLL011W	YLL011W
SDH6	YDR379C-A	YDR379C-A	YDR379C-A
PDS1	YDR113C	YDR113C	YDR113C
ATG26	YLR189C	YLR189C	YLR189C
AIF1	YNR074C	YNR074C	YNR074C
YOL159C	YOL159C	YOL159C	YOL159C
MPH2	YDL247W	YDL247W	YDL247W
CAF16	YFL028C	YFL028C	YFL028C
RAD52	YML032C	YML032C	YML032C
RIB5	YBR256C	YBR256C	YBR256C
TGL5	YOR081C	YOR081C	YOR081C
SIR3	YLR442C	YLR442C	YLR442C
RMI1	YPL024W	YPL024W	YPL024W
PET111	YMR257C	YMR257C	YMR257C
DTD1	YDL219W	YDL219W	YDL219W
SRP21	YKL122C	YKL122C	YKL122C
YKR040C	YKR040C	YKR040C	YKR040C
THI3	YDL080C	YDL080C	YDL080C
DOC1	YGL240W	YGL240W	YGL240W
IRC22	YEL001C	YEL001C	YEL001C
YLR374C	YLR374C	YLR374C	YLR374C
NUT2	YPR168W	YPR168W	YPR168W
YDL034W	YDL034W	YDL034W	YDL034W
CTM1	YHR109W	YHR109W	YHR109W
BNA3	YJL060W	YJL060W	YJL060W
ALD6	YPL061W	YPL061W	YPL061W
CRF1	YDR223W	YDR223W	YDR223W
GRX4	YER174C	YER174C	YER174C
SRB5	YGR104C	YGR104C	YGR104C
VPS34	YLR240W	YLR240W	YLR240W
FCY1	YPR062W	YPR062W	YPR062W
DIT2	YDR402C	YDR402C	YDR402C
PAU23	YLR037C	YLR037C	YLR037C
TIF34	YMR146C	YMR146C	YMR146C
YAP1802	YGR241C	YGR241C	YGR241C
PYC1	YGL062W	YGL062W	YGL062W
BRR1	YPR057W	YPR057W	YPR057W
YIL012W	YIL012W	YIL012W	YIL012W
RPA14	YDR156W	YDR156W	YDR156W
RSM7	YJR113C	YJR113C	YJR113C
YLR416C	YLR416C	YLR416C	YLR416C
NAT3	YPR131C	YPR131C	YPR131C
RPL15A	YLR029C	YLR029C	YLR029C
YMR155W	YMR155W	YMR155W	YMR155W
RHO5	YNL180C	YNL180C	YNL180C
YGR164W	YGR164W	YGR164W	YGR164W
YOL106W	YOL106W	YOL106W	YOL106W
AXL2	YIL140W	YIL140W	YIL140W
YIL171W-A	YIL171W-A	YIL171W-A	YIL171W-A
GLO2	YDR272W	YDR272W	YDR272W
YDR114C	YDR114C	YDR114C	YDR114C
YOR238W	YOR238W	YOR238W	YOR238W
YPR077C	YPR077C	YPR077C	YPR077C
MRP8	YKL142W	YKL142W	YKL142W
SLS1	YLR139C	YLR139C	YLR139C
AGA1	YNR044W	YNR044W	YNR044W
SUT2	YPR009W	YPR009W	YPR009W
ERC1	YHR032W	YHR032W	YHR032W
TIF35	YDR429C	YDR429C	YDR429C
KXD1	YGL079W	YGL079W	YGL079W
SSK2	YNR031C	YNR031C	YNR031C
STE12	YHR084W	YHR084W	YHR084W
UTP23	YOR004W	YOR004W	YOR004W
YMR086C-A	YMR086C-A	YMR086C-A	YMR086C-A
TRI1	YMR233W	YMR233W	YMR233W
YMR244W	YMR244W	YMR244W	YMR244W
PSR1	YLL010C	YLL010C	YLL010C
KAR1	YNL188W	YNL188W	YNL188W
YKL156C-A	YKL156C-A	YKL156C-A	YKL156C-A
LEU4	YNL104C	YNL104C	YNL104C
EPS1	YIL005W	YIL005W	YIL005W
YOR365C	YOR365C	YOR365C	YOR365C
ALG12	YNR030W	YNR030W	YNR030W
TSC10	YBR265W	YBR265W	YBR265W
AI2	Q0055	Q0055	Q0055
SNT2	YGL131C	YGL131C	YGL131C
YDL162C	YDL162C	YDL162C	YDL162C
YDR246W-A	YDR246W-A	YDR246W-A	YDR246W-A
YHR033W	YHR033W	YHR033W	YHR033W
YNR040W	YNR040W	YNR040W	YNR040W
SOL1	YNR034W	YNR034W	YNR034W
YEL076C	YEL076C	YEL076C	YEL076C
YHL046W-A	YHL046W-A	YHL046W-A	YHL046W-A
YDL071C	YDL071C	YDL071C	YDL071C
DCS2	YOR173W	YOR173W	YOR173W
TEA1	YOR337W	YOR337W	YOR337W
VPS73	YGL104C	YGL104C	YGL104C
YNL181W	YNL181W	YNL181W	YNL181W
SEC1	YDR164C	YDR164C	YDR164C
MPC3	YGR243W	YGR243W	YGR243W
RGS2	YOR107W	YOR107W	YOR107W
SPP41	YDR464W	YDR464W	YDR464W
YGR210C	YGR210C	YGR210C	YGR210C
YLR012C	YLR012C	YLR012C	YLR012C
GLN4	YOR168W	YOR168W	YOR168W
OSW2	YLR054C	YLR054C	YLR054C
RLP7	YNL002C	YNL002C	YNL002C
EGD2	YHR193C	YHR193C	YHR193C
RIM21	YNL294C	YNL294C	YNL294C
DNL4	YOR005C	YOR005C	YOR005C
YPR147C	YPR147C	YPR147C	YPR147C
PHO3	YBR092C	YBR092C	YBR092C
YJL028W	YJL028W	YJL028W	YJL028W
SSP2	YOR242C	YOR242C	YOR242C
FMP25	YLR077W	YLR077W	YLR077W
SRB8	YCR081W	YCR081W	YCR081W
YOR396C-A	YOR396C-A	YOR396C-A	YOR396C-A
YLR458W	YLR458W	YLR458W	YLR458W
ERD2	YBL040C	YBL040C	YBL040C
RSF2	YJR127C	YJR127C	YJR127C
SWI3	YJL176C	YJL176C	YJL176C
RIF2	YLR453C	YLR453C	YLR453C
YCR007C	YCR007C	YCR007C	YCR007C
FUR1	YHR128W	YHR128W	YHR128W
TIM18	YOR297C	YOR297C	YOR297C
HTA1	YDR225W	YDR225W	YDR225W
ATP20	YPR020W	YPR020W	YPR020W
YJR003C	YJR003C	YJR003C	YJR003C
XBP1	YIL101C	YIL101C	YIL101C
SPL2	YHR136C	YHR136C	YHR136C
YPR114W	YPR114W	YPR114W	YPR114W
GUP2	YPL189W	YPL189W	YPL189W
ZAP1	YJL056C	YJL056C	YJL056C
YPR169W-A	YPR169W-A	YPR169W-A	YPR169W-A
YLR264C-A	YLR264C-A	YLR264C-A	YLR264C-A
YPL247C	YPL247C	YPL247C	YPL247C
CWC21	YDR482C	YDR482C	YDR482C
ALB1	YJL122W	YJL122W	YJL122W
SHP1	YBL058W	YBL058W	YBL058W
UBI4	YLL039C	YLL039C	YLL039C
YKL107W	YKL107W	YKL107W	YKL107W
NFS1	YCL017C	YCL017C	YCL017C
YER085C	YER085C	YER085C	YER085C
HSC82	YMR186W	YMR186W	YMR186W
HCM1	YCR065W	YCR065W	YCR065W
FDH1	YOR388C	YOR388C	YOR388C
NOC3	YLR002C	YLR002C	YLR002C
SEC53	YFL045C	YFL045C	YFL045C
NVJ2	YPR091C	YPR091C	YPR091C
ATG34	YOL083W	YOL083W	YOL083W
YLR307C-A	YLR307C-A	YLR307C-A	YLR307C-A
YDR366C	YDR366C	YDR366C	YDR366C
AI4	Q0065	Q0065	Q0065
YER190C-A	YER190C-A	YER190C-A	YER190C-A
YDR545C-A	YDR545C-A	YDR545C-A	YDR545C-A
ARK1	YNL020C	YNL020C	YNL020C
MET13	YGL125W	YGL125W	YGL125W
KAE1	YKR038C	YKR038C	YKR038C
GDH2	YDL215C	YDL215C	YDL215C
TAL1	YLR354C	YLR354C	YLR354C
YCR022C	YCR022C	YCR022C	YCR022C
FAR7	YFR008W	YFR008W	YFR008W
DPP1	YDR284C	YDR284C	YDR284C
IES1	YFL013C	YFL013C	YFL013C
SFK1	YKL051W	YKL051W	YKL051W
YPR174C	YPR174C	YPR174C	YPR174C
NPL6	YMR091C	YMR091C	YMR091C
TIM17	YJL143W	YJL143W	YJL143W
IRC2	YDR112W	YDR112W	YDR112W
LST7	YGR057C	YGR057C	YGR057C
MST1	YKL194C	YKL194C	YKL194C
CDA2	YLR308W	YLR308W	YLR308W
ECM2	YBR065C	YBR065C	YBR065C
FAR8	YMR029C	YMR029C	YMR029C
YHL042W	YHL042W	YHL042W	YHL042W
THI22	YPR121W	YPR121W	YPR121W
FKH2	YNL068C	YNL068C	YNL068C
YLR156C-A	YLR156C-A	YLR156C-A	YLR156C-A
ARI1	YGL157W	YGL157W	YGL157W
MPT5	YGL178W	YGL178W	YGL178W
OSW5	YMR148W	YMR148W	YMR148W
SML1	YML058W	YML058W	YML058W
YEF3	YLR249W	YLR249W	YLR249W
UGA1	YGR019W	YGR019W	YGR019W
YJL049W	YJL049W	YJL049W	YJL049W
SHM1	YBR263W	YBR263W	YBR263W
APC5	YOR249C	YOR249C	YOR249C
BRN1	YBL097W	YBL097W	YBL097W
HTL1	YCR020W-B	YCR020W-B	YCR020W-B
OPI11	YPR044C	YPR044C	YPR044C
YDR286C	YDR286C	YDR286C	YDR286C
YDR170W-A	YDR170W-A	YDR170W-A	YDR170W-A
YLR342W-A	YLR342W-A	YLR342W-A	YLR342W-A
YGR027W-A	YGR027W-A	YGR027W-A	YGR027W-A
ECM13	YBL043W	YBL043W	YBL043W
POM34	YLR018C	YLR018C	YLR018C
PDS5	YMR076C	YMR076C	YMR076C
TUM1	YOR251C	YOR251C	YOR251C
YAR070C	YAR070C	YAR070C	YAR070C
YBR124W	YBR124W	YBR124W	YBR124W
TIM8	YJR135W-A	YJR135W-A	YJR135W-A
YOR186W	YOR186W	YOR186W	YOR186W
RRP8	YDR083W	YDR083W	YDR083W
YOR011W-A	YOR011W-A	YOR011W-A	YOR011W-A
HRK1	YOR267C	YOR267C	YOR267C
AHP1	YLR109W	YLR109W	YLR109W
HMS1	YOR032C	YOR032C	YOR032C
TMA46	YOR091W	YOR091W	YOR091W
TIF1	YKR059W	YKR059W	YKR059W
KTR3	YBR205W	YBR205W	YBR205W
TAD3	YLR316C	YLR316C	YLR316C
YDR406W-A	YDR406W-A	YDR406W-A	YDR406W-A
SEC72	YLR292C	YLR292C	YLR292C
PER1	YCR044C	YCR044C	YCR044C
CPR6	YLR216C	YLR216C	YLR216C
BAP3	YDR046C	YDR046C	YDR046C
YGR069W	YGR069W	YGR069W	YGR069W
SRS2	YJL092W	YJL092W	YJL092W
GIS1	YDR096W	YDR096W	YDR096W
YML018C	YML018C	YML018C	YML018C
GMC2	YLR445W	YLR445W	YLR445W
RUP1	YOR138C	YOR138C	YOR138C
RPS12	YOR369C	YOR369C	YOR369C
BRF1	YGR246C	YGR246C	YGR246C
RPS4A	YJR145C	YJR145C	YJR145C
IML1	YJR138W	YJR138W	YJR138W
FYV4	YHR059W	YHR059W	YHR059W
NHA1	YLR138W	YLR138W	YLR138W
YHL009W-B	YHL009W-B	YHL009W-B	YHL009W-B
YDR098C-B	YDR098C-B	YDR098C-B	YDR098C-B
NSG2	YNL156C	YNL156C	YNL156C
INP52	YNL106C	YNL106C	YNL106C
CUS2	YNL286W	YNL286W	YNL286W
YPT53	YNL093W	YNL093W	YNL093W
APQ12	YIL040W	YIL040W	YIL040W
GFA1	YKL104C	YKL104C	YKL104C
EMG1	YLR186W	YLR186W	YLR186W
SNX41	YDR425W	YDR425W	YDR425W
PCL10	YGL134W	YGL134W	YGL134W
RPL43B	YJR094W-A	YJR094W-A	YJR094W-A
SSD1	YDR293C	YDR293C	YDR293C
YBL113W-A	YBL113W-A	YBL113W-A	YBL113W-A
SMM1	YNR015W	YNR015W	YNR015W
RPL14A	YKL006W	YKL006W	YKL006W
YLR456W	YLR456W	YLR456W	YLR456W
ADA2	YDR448W	YDR448W	YDR448W
YIL166C	YIL166C	YIL166C	YIL166C
MSH6	YDR097C	YDR097C	YDR097C
TOG1	YER184C	YER184C	YER184C
YJL047C-A	YJL047C-A	YJL047C-A	YJL047C-A
MPM1	YJL066C	YJL066C	YJL066C
YJU2	YKL095W	YKL095W	YKL095W
MDM30	YLR368W	YLR368W	YLR368W
TOA1	YOR194C	YOR194C	YOR194C
ERG25	YGR060W	YGR060W	YGR060W
SRB2	YHR041C	YHR041C	YHR041C
LYS2	YBR115C	YBR115C	YBR115C
HMRA1	YCR097W	YCR097W	YCR097W
RTC2	YBR147W	YBR147W	YBR147W
MSH4	YFL003C	YFL003C	YFL003C
NAM8	YHR086W	YHR086W	YHR086W
RPL18A	YOL120C	YOL120C	YOL120C
YML079W	YML079W	YML079W	YML079W
CAT5	YOR125C	YOR125C	YOR125C
ENV10	YLR065C	YLR065C	YLR065C
CLA4	YNL298W	YNL298W	YNL298W
ODC1	YPL134C	YPL134C	YPL134C
ICP55	YER078C	YER078C	YER078C
VRG4	YGL225W	YGL225W	YGL225W
DIP2	YLR129W	YLR129W	YLR129W
SQS1	YNL224C	YNL224C	YNL224C
YNL122C	YNL122C	YNL122C	YNL122C
SGF73	YGL066W	YGL066W	YGL066W
HMLALPHA2	YCL067C	YCL067C	YCL067C
YNL217W	YNL217W	YNL217W	YNL217W
PUS2	YGL063W	YGL063W	YGL063W
RCF1	YML030W	YML030W	YML030W
YPL152W-A	YPL152W-A	YPL152W-A	YPL152W-A
CYC3	YAL039C	YAL039C	YAL039C
